# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	872857	874545	+					alsS		BA_RS04560	1689		old_locus_tag=BA0866,BA_0866
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	872857	874545	+	WP_000103511.1	WP_000103511.1		acetolactate synthase AlsS	alsS		BA_RS04560	1689	562	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	874562	875320	+					alsD		BA_RS04565	759		old_locus_tag=BA0867,BA_0867
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	874562	875320	+	WP_000215036.1	WP_000215036.1		alpha-acetolactate decarboxylase	alsD		BA_RS04565	759	252	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	875357	875713	-							BA_RS04570	357		old_locus_tag=BA0868,BA_0868
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	875357	875713	-	WP_001214383.1	WP_001214383.1		hypothetical protein			BA_RS04570	357	118	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	875735	876352	-							BA_RS04575	618		old_locus_tag=BA0869,BA_0869
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	875735	876352	-	WP_001148814.1	WP_001148814.1		DNA-3-methyladenine glycosylase			BA_RS04575	618	205	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	876493	877365	+							BA_RS04580	873		old_locus_tag=BA0870,BA_0870
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	876493	877365	+	WP_000640408.1	WP_000640408.1		Cof-type HAD-IIB family hydrolase			BA_RS04580	873	290	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	877859	880759	+							BA_RS04585	2901		old_locus_tag=BA0871,BA_0871
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	877859	880759	+	WP_001232064.1	WP_001232064.1		choice-of-anchor A family protein			BA_RS04585	2901	966	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	880817	882555	-							BA_RS04590	1739		pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	880817	882555	-				S-layer homology domain-containing protein			BA_RS04590	1739		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	882813	884303	+							BA_RS04595	1491		old_locus_tag=BA0875,BA_0875
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	882813	884303	+	WP_000924633.1	WP_000924633.1		coproporphyrinogen III oxidase			BA_RS04595	1491	496	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	884618	886174	+							BA_RS04600	1557		old_locus_tag=BA0876,BA_0876
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	884618	886174	+	WP_000282022.1	WP_000282022.1		fatty acid--CoA ligase			BA_RS04600	1557	518	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	886202	886666	-							BA_RS04605	465		old_locus_tag=BA0877,BA_0877
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	886202	886666	-	WP_000955014.1	WP_000955014.1		hypothetical protein			BA_RS04605	465	154	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	886855	888333	+							BA_RS04610	1479		old_locus_tag=BA0878,BA_0878
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	886855	888333	+	WP_000486684.1	WP_000486684.1		SulP family inorganic anion transporter			BA_RS04610	1479	492	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	888676	888930	+							BA_RS04615	255		old_locus_tag=BA0879,BA_0879
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	888676	888930	+	WP_000789568.1	WP_000789568.1		hypothetical protein			BA_RS04615	255	84	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	889289	889660	+							BA_RS04620	372		old_locus_tag=BA0880,BA_0880
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	889289	889660	+	WP_000278027.1	WP_000278027.1		hypothetical protein			BA_RS04620	372	123	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	889762	890643	-							BA_RS04625	882		old_locus_tag=BA0881,BA_0881
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	889762	890643	-	WP_000948190.1	WP_000948190.1		accessory Sec system S-layer assembly protein			BA_RS04625	882	293	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	890658	893024	-					secA2		BA_RS04630	2367		old_locus_tag=BA0882,BA_0882
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	890658	893024	-	WP_000935179.1	WP_000935179.1		accessory Sec system translocase SecA2	secA2		BA_RS04630	2367	788	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	893307	894827	+							BA_RS04635	1521		old_locus_tag=BA0883,BA_0883
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	893307	894827	+	WP_001060190.1	WP_001060190.1		polysaccharide biosynthesis protein			BA_RS04635	1521	506	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	894969	896072	+					csaB		BA_RS04640	1104		old_locus_tag=BA0884,BA_0884
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	894969	896072	+	WP_001241611.1	WP_001241611.1		polysaccharide pyruvyl transferase CsaB	csaB		BA_RS04640	1104	367	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	896748	899192	+					sap		BA_RS04645	2445		old_locus_tag=BA0885,BA_0885
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	896748	899192	+	WP_001140751.1	WP_001140751.1		S-layer protein Sap	sap		BA_RS04645	2445	814	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	899914	902502	+					ea1		BA_RS04650	2589		old_locus_tag=BA0887,BA_0887
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	899914	902502	+	WP_001140715.1	WP_001140715.1		S-layer protein EA1	ea1		BA_RS04650	2589	862	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	902598	903788	-					patB1		BA_RS04655	1191		old_locus_tag=BA0888,BA_0888
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	902598	903788	-	WP_000733040.1	WP_000733040.1		secondary cell wall polysaccharide O-acetyltransferase PatB1	patB1		BA_RS04655	1191	396	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	903813	905228	-							BA_RS04660	1416		old_locus_tag=BA0889,BA_0889
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	903813	905228	-	WP_000232123.1	WP_000232123.1		MBOAT family protein			BA_RS04660	1416	471	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	905455	906912	+							BA_RS04665	1458		old_locus_tag=BA0890,BA_0890
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	905455	906912	+	WP_000898517.1	WP_000898517.1		MBOAT family protein			BA_RS04665	1458	485	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	906922	907953	+							BA_RS04670	1032		old_locus_tag=BA0891,BA_0891
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	906922	907953	+	WP_000792073.1	WP_000792073.1		hypothetical protein			BA_RS04670	1032	343	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	908095	909474	-							BA_RS04675	1380		old_locus_tag=BA0893,BA_0893
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	908095	909474	-	WP_000256693.1	WP_000256693.1		O-antigen ligase family protein			BA_RS04675	1380	459	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	909776	910564	+							BA_RS04680	789		old_locus_tag=BA0894,BA_0894
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	909776	910564	+	WP_000454174.1	WP_000454174.1		enoyl-CoA hydratase			BA_RS04680	789	262	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	910599	910796	+							BA_RS04685	198		partial;pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	910599	910796	+				hypothetical protein			BA_RS04685	198		partial;pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	910814	911119	+							BA_RS04690	306		old_locus_tag=BA0895,BA_0895
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	910814	911119	+	WP_001277351.1	WP_001277351.1		nucleoside triphosphate pyrophosphohydrolase			BA_RS04690	306	101	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	911158	911337	-							BA_RS04695	180		old_locus_tag=BA0896,BA_0896
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	911158	911337	-	WP_001027080.1	WP_001027080.1		hypothetical protein			BA_RS04695	180	59	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	911464	912513	+							BA_RS04700	1050		old_locus_tag=BA0897,BA_0897
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	911464	912513	+	WP_000930036.1	WP_000930036.1		M42 family metallopeptidase			BA_RS04700	1050	349	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	912753	914342	+							BA_RS04705	1590		old_locus_tag=BA0898,BA_0898
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	912753	914342	+	WP_000877267.1	WP_000877267.1		N-acetylmuramoyl-L-alanine amidase			BA_RS04705	1590	529	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	914475	915428	+							BA_RS04710	954		old_locus_tag=BA0899,BA_0899
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	914475	915428	+	WP_001059303.1	WP_001059303.1		RsmD family RNA methyltransferase			BA_RS04710	954	317	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	915632	915873	-							BA_RS04715	242		pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	915632	915873	-				YflJ family protein			BA_RS04715	242		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	916011	917006	+							BA_RS04720	996		old_locus_tag=BA0901,BA_0901
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	916011	917006	+	WP_000868772.1	WP_000868772.1		proline racemase family protein			BA_RS04720	996	331	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	917026	918003	+							BA_RS04725	978		old_locus_tag=BA0902,BA_0902
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	917026	918003	+	WP_000960276.1	WP_000960276.1		ornithine cyclodeaminase family protein			BA_RS04725	978	325	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	918389	918687	+							BA_RS04730	299		pseudo;old_locus_tag=BA0903,BA_0903
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	918389	918687	+				contact-dependent growth inhibition system immunity protein			BA_RS04730	299		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	919358	920029	+							BA_RS04735	672		old_locus_tag=BA0904,BA_0904
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	919358	920029	+	WP_000748163.1	WP_000748163.1		hypothetical protein			BA_RS04735	672	223	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	920440	921090	+							BA_RS04740	651		old_locus_tag=BA0905,BA_0905
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	920440	921090	+	WP_000449731.1	WP_000449731.1		YIP1 family protein			BA_RS04740	651	216	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	921142	921303	+							BA_RS27120	162		old_locus_tag=BA0906,BA_0906
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	921142	921303	+	WP_001984298.1	WP_001984298.1		hypothetical protein			BA_RS27120	162	53	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	921402	921739	-							BA_RS27505	338		pseudo;old_locus_tag=BA0907,BA_0907
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	921402	921739	-				hypothetical protein			BA_RS27505	338		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	922058	923644	+							BA_RS04750	1587		old_locus_tag=BA0908,BA_0908
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	922058	923644	+	WP_000727695.1	WP_000727695.1		ABC transporter substrate-binding protein			BA_RS04750	1587	528	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	923704	924654	+							BA_RS04755	951		old_locus_tag=BA0909,BA_0909
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	923704	924654	+	WP_000278761.1	WP_000278761.1		ABC transporter permease			BA_RS04755	951	316	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	924661	925512	+							BA_RS04760	852		old_locus_tag=BA0910,BA_0910
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	924661	925512	+	WP_001065288.1	WP_001065288.1		ABC transporter permease			BA_RS04760	852	283	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	925539	926531	+							BA_RS04765	993		pseudo;old_locus_tag=BA0911,BA_0911
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	925539	926531	+				ABC transporter ATP-binding protein			BA_RS04765	993		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	926524	927495	+							BA_RS04770	972		old_locus_tag=BA0912,BA_0912
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	926524	927495	+	WP_000544160.1	WP_000544160.1		ABC transporter ATP-binding protein			BA_RS04770	972	323	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	927760	927965	+							BA_RS04775	206		partial;pseudo;old_locus_tag=BA0914,BA_0914
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	927760	927965	+				nucleotide excision repair endonuclease			BA_RS04775	206		partial;pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	928135	928764	+							BA_RS04780	630		old_locus_tag=BA0915,BA_0915
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	928135	928764	+	WP_000913418.1	WP_000913418.1		hypothetical protein			BA_RS04780	630	209	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	928934	929506	+							BA_RS04785	573		old_locus_tag=BA0916,BA_0916
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	928934	929506	+	WP_000707086.1	WP_000707086.1		hypothetical protein			BA_RS04785	573	190	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	929647	930112	+							BA_RS04790	466		pseudo;old_locus_tag=BA0918,BA_0918
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	929647	930112	+				SMI1/KNR4 family protein			BA_RS04790	466		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	930131	930589	+							BA_RS04795	459		old_locus_tag=BA0919,BA_0919
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	930131	930589	+	WP_000481674.1	WP_000481674.1		SMI1/KNR4 family protein			BA_RS04795	459	152	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	930691	930837	+							BA_RS04800	147		partial;pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	930691	930837	+				YIP1 family protein			BA_RS04800	147		partial;pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	931158	932480	-							BA_RS04805	1323		old_locus_tag=BA0921,BA_0921
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	931158	932480	-	WP_000035847.1	WP_000035847.1		MFS transporter			BA_RS04805	1323	440	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	932706	934295	+							BA_RS04810	1590		old_locus_tag=BA0923,BA_0923
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	932706	934295	+	WP_000749634.1	WP_000749634.1		sensor histidine kinase			BA_RS04810	1590	529	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	934314	934991	+							BA_RS04815	678		old_locus_tag=BA0924,BA_0924
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	934314	934991	+	WP_000921528.1	WP_000921528.1		response regulator			BA_RS04815	678	225	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	934988	935965	+							BA_RS04820	978		old_locus_tag=BA0925,BA_0925
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	934988	935965	+	WP_000746641.1	WP_000746641.1		tripartite tricarboxylate transporter substrate binding protein			BA_RS04820	978	325	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	936189	937394	+							BA_RS04825	1206		old_locus_tag=BA0926,BA_0926
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	936189	937394	+	WP_000582012.1	WP_000582012.1		TerD family protein			BA_RS04825	1206	401	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	937494	940025	+							BA_RS04830	2532		old_locus_tag=BA0927,BA_0927
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	937494	940025	+	WP_000893101.1	WP_000893101.1		DUF3578 domain-containing protein			BA_RS04830	2532	843	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	940000	942444	+							BA_RS04835	2445		old_locus_tag=BA0928,BA_0928
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	940000	942444	+	WP_003158418.1	WP_003158418.1		restriction endonuclease-like protein			BA_RS04835	2445	814	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	942788	943126	+							BA_RS04840	339		old_locus_tag=BA0929,BA_0929
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	942788	943126	+	WP_000859140.1	WP_000859140.1		DUF4870 domain-containing protein			BA_RS04840	339	112	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	943130	943381	+							BA_RS04845	252		old_locus_tag=BA0930,BA_0930
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	943130	943381	+	WP_000808326.1	WP_000808326.1		hypothetical protein			BA_RS04845	252	83	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	943390	944133	+							BA_RS04850	744		old_locus_tag=BA0931,BA_0931
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	943390	944133	+	WP_000312444.1	WP_000312444.1		MerR family transcriptional regulator			BA_RS04850	744	247	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	944187	944513	+							BA_RS04855	327		old_locus_tag=BA0932,BA_0932
